user_id,mutant_id,time_taken,status,decision,explanation,created_at,updated_at,,maybe,no,yes,label_count,majority_decision,Maybe/No/Yes
29,29,2,SUBMITTED,yes,"Original code simply sets the value of the ""Map.Entry<K, V> entry"" to the passed object value and returns the passed object after it whilst the mutated code returns null and in that way introduces the undefined behavior.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
88,29,5,SUBMITTED,yes,"The class is a decorator over Map Entry. So if the setValue dosen't change the decorated Map Entry object, the behavoiur would be buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
28,30,5,SUBMITTED,no,As decorated(); will just return the collection being decorated and cast it to List and will not change it,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
7,30,15,SUBMITTED,no,Both functions acts as a same way. The mutant is just checking if it is initialized and doesn't change the impact on the code.,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
37,38,6,SUBMITTED,yes,"If the decorated current object (this) is null but not equal to the object passed in the argument, the correct code returns false but the mutated code returns true as soon as it sees decorated()== null. So this is buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
69,38,4,SUBMITTED,yes,In the mutant code we would return true even if decorated() is null which is not the case in original code. Also in the original code we would return true if current object and comparision object point to the same memory adress which is not the case in mutant.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
40,42,4,SUBMITTED,no,"Mutated code produces the same output as of the original code.The mutated code creates a clone of the HashedMap by explicitly creating a new map and copying all elements from the original map. The original code uses super.clone(), both the code should produce a similar results. The mutated code is more explicit in this process but may have slight performance overhead.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
61,42,4,SUBMITTED,no,Clones the map without cloning the keys or values as in the first expression(original code),6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
41,43,7,SUBMITTED,no,"output is same for both however to the right, there's a check for the key parameter if it's empty or not and it's value is passed to the getEntry method and that is then assigned to the Entry variable.",6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
71,43,4,SUBMITTED,no,it seems like is not a bug but the code was missing intentionally.,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
90,43,5,SUBMITTED,no,"The edited code introduces a check for null keys before calling getEntry, potentially improving efficiency or clarity but does not alter the method's behavior. Both versions return false for null or not found keys, so this change does not introduce a bug.",6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
72,46,5,SUBMITTED,no,"The order is mutated, not the conditions themselves. Since both conditions have to be met, the order of testing them does not matter.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
25,46,2,SUBMITTED,no,"Only the order of the conditional statements were changed in the mutated code from the original code, therefore, the behavior remains the same",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
15,51,4,SUBMITTED,yes,The original code is used to access the decorated MultiSet object. The mutant code doesn't do that and always returns null,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
97,51,2,SUBMITTED,yes,This is because decorated method doese not always return null,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
45,54,30,SUBMITTED,yes,"The original code method returns true if keyAnalizer is a bit set. In the mutant code, the method returns true if keyAnalizer is not a bit set, and therefore, it is a buggy mutant.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
51,54,15,SUBMITTED,yes,as the mutant is the complementary (not ) of whatever the left returns.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
61,54,4,SUBMITTED,yes,Results of a and !a are always opposite,6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
15,54,4,SUBMITTED,yes,The mutant will output the opposite of what the original code was supposed to output,6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
25,58,2,SUBMITTED,no,"In both the original and mutated code, the variable item is getting converted into an arraylist, therefore, they will exhibit the same behavior",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
41,58,7,SUBMITTED,no,"the was more conversion to the right of items to get the hashSet whilst to the right it was created directly. overall, the output remains same.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
67,72,15,SUBMITTED,yes,"Since return value of getOrder function is used in this expression exp = -1.0 / getOrder();"" in file ""EmbeddedRungeKuttaIntegrator.java"", I think it makes this mutant code, buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
97,72,2,SUBMITTED,yes,the mutant will return 799 because 800-1 is returned. Since DYNAMIC_POINTER_FACTORY_ORDER is final it cn be changed. the code does not change it,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
13,80,9,SUBMITTED,yes,"The mutant checks if the parent is null and appends a '/' to the end of the buffer if it is, while the orignal code does not do anything if the parent is null. This will not result in a bug but will result in different results from the original.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
92,80,21,SUBMITTED,yes,"It fails to correctly handle the case when the parent node is null. Instead of appending a slash directly to the buffer, it should continue to evaluate whether appending a slash is necessary, which might lead to generating incorrect paths, especially when the path should start from the root node rather than directly from the node's name.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
52,82,36,SUBMITTED,yes,"return true means that the code will always run true, and this is not correct, super.isDefaultFullDetail() relies on the behavior defined in the superclass ToStringStyle to detere whether to use full detail.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
85,82,2,SUBMITTED,yes,unconditionally returns true,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
26,83,8,SUBMITTED,yes,"shiftCount is zero if mask is zero, not one.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
6,83,11,SUBMITTED,yes,The change in the condition from mask == 0 to mask == 1 alters the logic for initializing shiftCount,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
1,87,2,SUBMITTED,yes,There would be some true cases.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
56,87,4,SUBMITTED,yes,"The method always returns false. It it is expected that it should return false aways then its not a bug, but then there is no need to write a function just to return false value.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
51,87,15,SUBMITTED,yes,"the mutant always returns a flat false whenever the function is called, but in the correct version it implements or reuses the methods usecase in the abstract superClass which returns fieldSeparatorAtEnd boolean variable. Which is declared but not instantiated with a value. So it might be true or false.And we can’t know for sure .",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
43,89,4,SUBMITTED,yes,The mutated code returns '-1' which is different from the return value of the original code.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
58,89,9,SUBMITTED,yes,"The mutant code is buggy because after evaluating some code below, the createExecutor() relies on getTaskCount() to detere the number of threads for the thread pool. If the getTaskCount() returns 0, it would result in newFixedThreadPool with zero threads, which is not valid and will throw an IllegalArgumentException because a thread pool cannot have zero threads.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
68,91,18,SUBMITTED,no,just changed the lambda expression to if else,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
47,91,6,SUBMITTED,no,In both scenarios the logical flow is same,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
45,91,30,SUBMITTED,no,The mutant code demonstrates a conditional operator way of the ternary operator implementation. The output of both the original code and the mutant code are the same.,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
20,93,13,SUBMITTED,yes,The value of openingThreshhold being returned is different. In the mutant code the value returned -1.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
53,93,13,SUBMITTED,yes,"The correct opening threshold is not being returned, instead we are returning the openingThreshold - 1",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
87,93,9,SUBMITTED,yes,because the output of the buggy code will always be one less than than the input,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
94,95,30,SUBMITTED,no,The original code and mutant code are functionally identical. The difference in error message doesn't affect the implementation of the overall code.,6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
33,95,4,SUBMITTED,yes,"It is buggy because it changes the behavior of the code in terms of order of parameter check and it also returns resource with name resourceName must not be null, instead of resourceName, as the original version would return.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
16,95,7,SUBMITTED,no,"The change introduced in the mutated version provides a more specific error message when resourceName is null, stating explicitly that it must not be null. This change is an improvement in terms of clarity and precision of the error message.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
18,102,3,SUBMITTED,no,"Since last is set to be equal to value, both original and mutated versions increments value by 1.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
73,102,4,SUBMITTED,no,"Since variable 'last' equals 'value' , the value of parameter 'value' will be same in both original and mutate code snippet.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
48,104,10,SUBMITTED,no,"The original code returns the new value of 'value', that is 'value -1' while the mutant code directly returns 'value - 1' therefore the mutant is not buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
36,104,4,SUBMITTED,no,Both return the same value. Normal code decrements using 'value--' which decrements the value and then returns it. The mutant uses '--value' which returns the decremented value.,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
66,107,14,SUBMITTED,yes,yes mutant is buggy because getAndAddmethod by multiplying value with operand instead of just using value. it changes the behaviour or result,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
95,107,68,SUBMITTED,no,Similar to original,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
104,107,5,SUBMITTED,yes,mutant changes the return value,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
11,110,2,SUBMITTED,no,The last variable will be assigned value + 1 and we can return the last - 1. what we cant do is to decrement the variable last because it is declared final.,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
2,110,6,SUBMITTED,no,+1 and -1 does not affect the final value unless there is an overflow,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
106,110,2,SUBMITTED,no,"both codes return the same thing, the only difference is the mutant adds 1 more the the last value but takes it out at the end, so it ends up resulting the the same thing as the original code",6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
71,113,4,SUBMITTED,no,"IntStream.range(x,y) would return a stream from x(inclusive) and y(exclusive). IntStream.rangeClosed(x,y) would return a stream from x(inclusive) and y(inclusive).",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
21,113,6,SUBMITTED,no,"In the Intstream.rangeClosed(), you are considering the upper bound, in the Intstream.range() you are not. Thus when you call Intsream.rangeClosed(a, b) is the same as Intstream.range(a, b+1)",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
33,113,4,SUBMITTED,yes,The addition of 1 to the endInclusive Parameter.,6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
100,115,3,SUBMITTED,yes,The new statement leads to a zero-division error and the method call will always fail (unexpectedly).,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
35,115,6,SUBMITTED,yes,"Dividing a number by 0, raises an error.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
17,120,30,SUBMITTED,no,Mutant expression is equivalent,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
91,120,7,SUBMITTED,yes,Even though the hashcode of each of the objects are the same it does not necessarily mean that the objects are equal. This shows that the two functions have different behaviors.,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
50,120,8,SUBMITTED,yes,The original code uses Object.equals to check equality which also handle null values. The mutant is comparing hashcodes which doesn't cover for null values,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
39,127,3,SUBMITTED,yes,"The original block of code defines a static final EMPTY_ARRAY array initialized with an empty array {}. Then, it returns it casted to the generic type <L, R>. This will create a shared empty array instance that can be shared across code.  The mudtated block of code creates a new empty array arr of type Pair<L, R>[] with a length of 0, and then returns it. This creates a new empty array every time the method is called.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
45,127,30,SUBMITTED,no,This mutant utilizes another way to implement an empty array.,6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
50,127,8,SUBMITTED,no,Both the original and mutant code return an empty array of Pair objects,6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
50,134,8,SUBMITTED,no,Both the original and mutant code remove the bit at bitIndex,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
104,134,5,SUBMITTED,no,clear and set false do the same thing in this case,6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
23,137,4,SUBMITTED,yes,"Because in actual version the randint would be [0, MAXINT) but in mutant code we can never get the value 0 as randint due to the range [1, MAXINT). In addition the docstrings says random int from 0 - MaxValue but its output is 1 - MaxValue",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
76,137,12,SUBMITTED,no,"It only generates random number from 1 to MAX_VALUE, while the original code generates from 0 to MAX_VALUE.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
98,137,4,SUBMITTED,yes,The left side has the potential to generate a random number with smallest value 0 but the right side can only take a smallest value of 1.,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
66,139,14,SUBMITTED,maybe,"mutation may be buggy but in Double._VALUE, which is the smallest positive nonzero value small positive value close to zero. in coorect code we have range of output from smallest positive nummber greater than zero and Double.MAX_VALUE while in mutated code we have range of 0 to Double.MAX_VALUE  so there is slight change in output it depends it can be bug or may not be because Double._VALUE is very very small positive value close to zero.",6/26/2024 3:46,6/26/2024 3:46,0,2,0,0,2,maybe,2/0/0
82,139,2,SUBMITTED,maybe,"Instead of using 0, the mutant code uses the  value a double can hold.",6/26/2024 3:46,6/26/2024 3:46,0,2,0,0,2,maybe,2/0/0
66,146,14,SUBMITTED,no,both give same result so mutant has no bug as directly calls System.getProperty(JAVA_LIBRARY_PATH) to retrieve the Java library path. but in mutated code AVA_LIBRARY_PATH using System.getProperty() both recieves Java library path in the same way so there is no change in result,6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
75,146,21,SUBMITTED,yes,"Original code (Apache Commons Lang version) has a try-catch block for handling SecurityException, which might be thrown if the security manager prevents access to the property. If such an exception occurs, it quietly defaults to the supplied default value without throwing an error. But in the mutant version (which uses Java's System library), if access to the property is not allowed, a SecurityException is thrown. That exception may crash the program while running.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
87,146,9,SUBMITTED,no,"Both codes will, have the same output and behavior because the change of will not affect the output",6/26/2024 3:46,6/26/2024 3:46,0,0,2,1,3,no,0/2/1
14,148,4,SUBMITTED,yes,"""line_separator"" returned isnted of getProperty(""line.separator"") is buggy version",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
11,148,2,SUBMITTED,yes,The mutated code return the string “LINE_SEPARATOR” while the original return the “\r\n” or “\n”.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
91,149,7,SUBMITTED,no,"the original function would have returned null if the input property was null, making the mutant code to have same behavior. However, the mutant code is redundant.",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
62,149,6,SUBMITTED,no,"The mutant eliates the redundant null check, allowing for proper handling of null inputs by getProperty(property, NULL_SUPPLIER).",6/26/2024 3:46,6/26/2024 3:46,0,0,2,0,2,no,0/2/0
39,150,3,SUBMITTED,no,"According to the implementation of getProperty, if an exception raised, so it will return the SystemUtils property value will default which is null, so it is unnecessarily to return another null.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
26,150,8,SUBMITTED,yes,"All exceptions are caught erroneously, while only SecurityException instances must be caught.",6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
85,150,2,SUBMITTED,yes,unnecessarily catches all exceptions,6/26/2024 3:46,6/26/2024 3:46,0,0,1,2,3,yes,0/1/2
78,153,9,SUBMITTED,yes,The mutant code is always taking null and will provide same return value. But the original code return value relies on numberofpoints and hermite,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
37,153,6,SUBMITTED,yes,The correct version of the code returns an object of type SymmetricGaussIntegrator constructed with the return value of the getRule function(with hermite as one of its arguments). Passing null to the constructor and creating the object with create it with different specifications and hence it is a bug.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
49,168,10,SUBMITTED,yes,"The constructor is calling another constructor with the argument true. In the mutant code, it's calling the same constructor with the argument null.  A Boolean in java, can be null . If a boolean is not assigned a value (say a member of a class) then it will be false by default. Thus the two codes are not equivalent.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
62,168,6,SUBMITTED,yes,"Constructors expect valid arguments. Passing null to a boolean constructor is likely a bug, as it can cause NullPointerExceptions or unexpected object initialization.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
79,168,2,SUBMITTED,yes,"In the original code, this(true) is used which eventually calls constructor StorelessBivariateCovariance(final boolean biasCorrection) setting the value of biasCorrected to true. But in the mutant version, this(null) is called which will pass ""null"" as the boolean parameter biasCorrection in the constructor. In this case, it will fail to convert null into a true/false boolean value resulting in an compilation error.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
101,168,6,SUBMITTED,yes,"Yes. this() is used to call on a constructor. We see that in the mutant case, the attribute biasCorrected is said to be null instead of true like in the original version. Later on in the function getResult(), this difference will lead to a different output as caught in the if branches.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
19,176,2,SUBMITTED,yes,"Instead of updating the bias corrected value to the one specified by the function, it changes it to false when function is passed the value true and does nothing otherwise resulting in buggy behavior",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
54,176,6,SUBMITTED,yes,"The original code states that the member variable ""biasCorrected"" will always take the bool value of the local ""biasCorrected"". However, in the mutant code, it negates this value (if true, then false). In addition, if the condition isn't met, it doesnt update the member variable. So the mutant code is buggy as it changes the behaviour of the original",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
8,176,6,SUBMITTED,yes,"In the original code, the this.biasCorrected is initialized to the value of biasCorrected parameter. Whereas in mutant code, the this.biasCorrected is set to false when the biasCorrected paramater is true and vice-versa. This change inverted the logic of initializing the this.biasCorrected and change the outcome and behavior of the code.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
57,176,5,SUBMITTED,yes,"The constructor in the mutant sets this.biasCorrected = false if input argument biasCorrected is true, instead of setting this.biasCorrected = biasCorrected.  The mutant behaves differently when the biasCorrected is true.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,4,4,yes,0/0/4
38,179,1,SUBMITTED,yes,In the mutant code there the increment of the variable i in the loop is repeated twice. This would mean skiping entire indices. This is a bug,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
60,179,8,SUBMITTED,yes,Incrementing the counter within the for loop will leading to it being incremented twice and therefore the retrieval of the wrong values.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
63,179,5,SUBMITTED,yes,"In the mutant, the loop counter is incremented by one just like in the original code. However, within each iteration, the its value is incremented again due to ""i++"" as part of the array indexing (means[i++]). Every alternate element is skipped in the ""means"" array and there is a possibility that the array access goes out of bounds. Therefore, the given mutant is a bug.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,3,3,yes,0/0/3
34,188,3,SUBMITTED,no,Assug that we are not relying on eol for the initialization of the indents array.,6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
15,188,4,SUBMITTED,no,"No difference as eol was not altered or even used in the rest of the function, so there is no difference where this.eol = eol is",6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
32,188,20,SUBMITTED,no,"In the original case, the statement ""this.eol = eol"" is on line 65. But in the mutated case, the statement ""this.eol = eol"" is on line 57.  This change does not alters the expected behaviour of the code. And given eol was already defined and it is not used in any other place in the function, doing this does not cause a bug",6/26/2024 3:46,6/26/2024 3:46,0,0,3,0,3,no,0/3/0
73,190,4,SUBMITTED,yes,"In the original code , if feature is enabled i.e.  _enabled is set to 1 , it will return True but if set to 0 it will return False.  However, in the mutated code if feature is enabled (1) because of ~ (unary complement operator) the function will return False",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
27,190,3,SUBMITTED,yes,"The mutant code is buggy because it uses a negation in a way that likely inverts the intended check for whether a feature is enabled. Instead of confirg if a feature is enabled, it mistakenly checks if it's not, leading to incorrect results. The correct operation should check if the bits are set in both “feature.getMask()” and “_enabled”, suggesting this code is buggy.",6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
22,193,4,SUBMITTED,yes,Changing in the length of the array being written will cause an ArrayIndexOutOfBoundsException when attempting to access the invalid position added extra.,6/26/2024 3:46,6/26/2024 3:46,0,0,0,2,2,yes,0/0/2
