user_id,mutant_id,time_taken,status,decision,explanation,created_at,updated_at,maybe,no,yes,label_count,majority_decision,Maybe/No/Yes
97,32,3,SUBMITTED,yes,size() does not always equal 0,1.71941E+12,1.71941E+12,0,0,2,2,yes,0/0/2
17,32,2,SUBMITTED,yes,Changes the code significantly,1.71881E+12,1.71881E+12,0,0,2,2,yes,0/0/2
120,50,5,SUBMITTED,yes,getting nonexistent value,1.71899E+12,1.71899E+12,0,0,2,2,yes,0/0/2
14,50,5,SUBMITTED,yes,"values associated with the key already removed, so get will return null.",1.71916E+12,1.71916E+12,0,0,2,2,yes,0/0/2
63,52,10,SUBMITTED,yes,"The mutant catches validation exceptions and returns false, indicating failure. The original might continue execution regardless, potentially adding invalid elements.",1.71896E+12,1.71898E+12,0,0,2,2,yes,0/0/2
125,52,3,SUBMITTED,yes,"Mutant code is buggy because instead of throwing an Exception, it catches the exception and returns false, which is different from the original code since it does not have a try-catch.",1.71922E+12,1.71922E+12,0,0,2,2,yes,0/0/2
66,56,5,SUBMITTED,yes,operator is changed in buggy code,1.71896E+12,1.71896E+12,0,0,2,2,yes,0/0/2
97,56,1,SUBMITTED,yes,"when bitIndex is less than OUT_OF_BOUNDS_BIT_KEY, the mutant does not work the same",1.71903E+12,1.71903E+12,0,0,2,2,yes,0/0/2
17,60,1,SUBMITTED,yes,Mutant changes the logic,1.71916E+12,1.71916E+12,0,0,2,2,yes,0/0/2
14,60,10,SUBMITTED,yes,False is returned when count < 1 but false should be returned if object already in the collection,1.71917E+12,1.71917E+12,0,0,2,2,yes,0/0/2
11,62,4,SUBMITTED,no,"both tailMap(fromKey).headMap(toKey) and subMap(fromKey, toKey) return the same result.",1.71917E+12,1.71917E+12,0,2,0,2,no,0/2/0
14,62,1,SUBMITTED,no,returns same slice of map.,1.71916E+12,1.71916E+12,0,2,0,2,no,0/2/0
120,63,15,SUBMITTED,yes,"it corrected an error, but its different so",1.71902E+12,1.71902E+12,0,1,2,3,yes,0/1/2
97,63,1,SUBMITTED,no,they both do the same thing,1.71916E+12,1.71917E+12,0,1,2,3,yes,0/1/2
126,63,2,SUBMITTED,yes,"Code snippet 1:
The value of getLongValue(bytes, 0) is simply returned.
Code snippet 2:
We have a tenary operation where we check if  bytes.length > 0 and if this is true, only then does it go ahead to return the value of getLongValue(bytes, 0)",1.71927E+12,1.71927E+12,0,1,2,3,yes,0/1/2
116,64,10,SUBMITTED,no,"it is not necessarily buggy, it introduces a behavior that differs from the original code. ",1.71927E+12,1.71927E+12,0,2,1,3,no,0/2/1
105,64,10,SUBMITTED,yes,"The mutant adds a check to see whether any bytes are null, returning 0 otherwise. This patch produces an issue since it quietly returns 0 without informing the caller that the input is null, even though it could seem to handle a probable null value smoothly. It's possible that this conduct is not the intended functionality. The method hides the fact that a null value was supplied by returning 0 when bytes is null, which could cause unexpected behavior elsewhere in the application. It's possible that the caller did not realize the bytes array was null, leading to the incorrect interpretation of 0 as a legitimate value. When attempting to send a null array to getLongValue(bytes, 0), the original method would usually produce a NullPointerException since it was not designed to handle null inputs. This exception lets the caller know that something went wrong, enabling them to address the issue appropriately. Moreover, returning 0 might not be the best choice, given the program's logical constraints. If 0 is a significant number in the given context, this could lead to erroneous presumptions and other logical mistakes.",1.71823E+12,1.71824E+12,0,2,1,3,no,0/2/1
97,64,1,SUBMITTED,no,it works the same. it just stops a null value from being used as a parameter,1.71904E+12,1.71904E+12,0,2,1,3,no,0/2/1
122,70,1,SUBMITTED,no,"This is not a bug, as it simply introduces a new variable for storing the intermediate value computed before comparison within a ternary operator and returns the result. ",1.71927E+12,1.71927E+12,0,2,0,2,no,0/2/0
23,70,2,SUBMITTED,no,"In mutant code, the length is stored in a variable but in Original its not, rather it was written in the return statement direcly. So it doesn’t make any change to the final outcome. Hence the mutant is not buggy",1.71903E+12,1.71903E+12,0,2,0,2,no,0/2/0
17,71,1,SUBMITTED,yes,Mutant changes the logic,1.71932E+12,1.71932E+12,0,0,2,2,yes,0/0/2
11,71,1,SUBMITTED,yes,The mutant return DYNAMIC_POINTER_FACTORY_ORDER with extra addition of 1 so it will always return the value of the main code with addition 1,1.71914E+12,1.71915E+12,0,0,2,2,yes,0/0/2
14,74,1,SUBMITTED,no,added expression has no impact,1.71932E+12,1.71932E+12,0,2,0,2,no,0/2/0
126,74,1,SUBMITTED,no,"In code snippet 2, a local variable x is declared inside the code block and assigned a value, but this variable is not used and does not affect he method's return value. Code snippet 1 also returns an output of true without necessarily declaring a local variable in its code block.",1.71897E+12,1.71897E+12,0,2,0,2,no,0/2/0
97,75,1,SUBMITTED,yes,the mutant does not work the same because 'DEFAULT_PROPERTY_COUNT' is changed from 16 to 0,1.71903E+12,1.71903E+12,0,0,2,2,yes,0/0/2
17,75,1,SUBMITTED,yes,Mutant changes code logic,1.7193E+12,1.7193E+12,0,0,2,2,yes,0/0/2
11,79,5,SUBMITTED,yes,The mutant always return True doesn't check if the index != WHOLE_COLLECTION is true or not ,1.71923E+12,1.71923E+12,0,0,2,2,yes,0/0/2
17,79,4,SUBMITTED,yes,Changes the output of the code,1.71881E+12,1.71881E+12,0,0,2,2,yes,0/0/2
58,81,10,SUBMITTED,yes,"The mutant changes the last segment to process only the lower 2 bits (by using (ch >> 0) & 1), leading to an incorrect hexadecimal representation.",1.71862E+12,1.71862E+12,0,2,1,3,no,0/2/1
17,81,4,SUBMITTED,no,Expressions evaluate to same value,1.71917E+12,1.71917E+12,0,2,1,3,no,0/2/1
106,81,10,SUBMITTED,no,they are equvelinet because the bitwise basically equates to the same thing,1.7192E+12,1.7192E+12,0,2,1,3,no,0/2/1
126,84,2,SUBMITTED,yes,Code snippet 1 returns the dynamic result of the super.isUseShortClassName() method while code snippet 2 returns a constant value of false.,1.71857E+12,1.71857E+12,0,0,2,2,yes,0/0/2
125,84,3,SUBMITTED,yes,"The code is different because the code on the right will always return false, while the code on the left could return true or false, depending on the function, which isUseShortClassName().",1.71886E+12,1.71886E+12,0,0,2,2,yes,0/0/2
66,86,2,SUBMITTED,yes,buggy always return false so yes the mutant is buggy,1.71896E+12,1.71896E+12,0,0,2,2,yes,0/0/2
11,86,1,SUBMITTED,yes,The mutant will always return false ,1.71915E+12,1.71915E+12,0,0,2,2,yes,0/0/2
17,90,1,SUBMITTED,yes,Mutant changes behaviour of the class,1.71932E+12,1.71932E+12,0,0,2,2,yes,0/0/2
14,90,1,SUBMITTED,yes,2 is returned instead of 1,1.71923E+12,1.71923E+12,0,0,2,2,yes,0/0/2
133,94,10,SUBMITTED,yes,"In the mutated case, the ordering of the range has been changed from the original. This alters the expected behavior of the code and thus introduces a bug.",1.71937E+12,1.71937E+12,1,0,2,3,yes,1/0/2
106,94,20,SUBMITTED,maybe,"Depends on wjhat this method is supposed to do, because if it is finding the range then both do that",1.71919E+12,1.71919E+12,1,0,2,3,yes,1/0/2
123,94,3,SUBMITTED,yes,"the parameters are swapped, so the DoubleRange is initialized with toInclusive as the starting point and fromInclusive as the ending point. This can lead to unexpected behaviors ",1.71838E+12,1.71838E+12,1,0,2,3,yes,1/0/2
97,96,1,SUBMITTED,no,both are the same,1.71903E+12,1.71903E+12,0,2,0,2,no,0/2/0
52,96,2,SUBMITTED,no,"The code will not be buggy as they do the same function but in different ways, one uses logical operator (OR) and one uses explicit if condition which will produce the same output.",1.71923E+12,1.71923E+12,0,2,0,2,no,0/2/0
109,98,1,SUBMITTED,no,Different phrasing,1.71811E+12,1.71812E+12,0,2,0,2,no,0/2/0
97,98,1,SUBMITTED,no,both return the same value in all cases,1.71916E+12,1.71916E+12,0,2,0,2,no,0/2/0
132,99,7,SUBMITTED,yes,"1 / value isnt equal to value in any meaning, although i have noticed that this method and other like it should convert the value variable which is a byte before returning it like said in the comments descripting the methods.",1.71913E+12,1.71913E+12,0,0,2,2,yes,0/0/2
120,99,1,SUBMITTED,yes,reciprocal taken,1.71861E+12,1.71861E+12,0,0,2,2,yes,0/0/2
105,101,5,SUBMITTED,no,"The original 'getAndIncrement' method initially uses a local variable called 'last' to hold the current value of 'value.' The 'last' value is then returned after the 'value' has been increased by one. This guarantees that prior to the increment operation, the method returns the value of 'value.' The method makes a change in the mutant version by explicitly employing the assignment operator to set 'value' to 'value + 1'. The distinction has no difference in functioning because ‘value’ is effectively increased by one in both cases.",1.71926E+12,1.71926E+12,0,2,0,2,no,0/2/0
17,101,1,SUBMITTED,no,Expressions are identical,1.7194E+12,1.71941E+12,0,2,0,2,no,0/2/0
14,106,1,SUBMITTED,no,"Redundant assignment done, nothing changed",1.71821E+12,1.71821E+12,0,2,0,2,no,0/2/0
17,106,1,SUBMITTED,no,Expressions are equivalent,1.71934E+12,1.71934E+12,0,2,0,2,no,0/2/0
23,108,5,SUBMITTED,no,Both of the decrement operator impose the similar effect,1.71903E+12,1.71903E+12,0,2,0,2,no,0/2/0
113,108,1,SUBMITTED,no,"they both return current value of ""value""",1.71811E+12,1.7193E+12,0,2,0,2,no,0/2/0
17,109,2,SUBMITTED,yes,Changes the output of the code,1.71881E+12,1.71881E+12,0,0,2,2,yes,0/0/2
53,109,6,SUBMITTED,yes,"In the initial snippet, the value of 'value' can be other things, including null while in the mutant snippet, the value of 'value' is always null. ",1.71919E+12,1.71924E+12,0,0,2,2,yes,0/0/2
14,112,3,SUBMITTED,yes,mutant will not force access the field,1.71916E+12,1.71916E+12,0,0,2,2,yes,0/0/2
106,112,10,SUBMITTED,yes,the object constructed has a different boolean value so therefore they don't return the same object,1.71918E+12,1.71919E+12,0,0,2,2,yes,0/0/2
17,122,1,SUBMITTED,yes,Mutation changes function logic,1.71932E+12,1.71932E+12,0,0,3,3,yes,0/0/3
132,122,13,SUBMITTED,yes,"If obj and this are not the same , there is a possibility to return true despite that.",1.71924E+12,1.71924E+12,0,0,3,3,yes,0/0/3
120,122,1,SUBMITTED,yes,condition changed,1.71895E+12,1.71896E+12,0,0,3,3,yes,0/0/3
14,133,2,SUBMITTED,no,Typecasting and Recasting back does not change value,1.71839E+12,1.71839E+12,0,2,0,2,no,0/2/0
11,133,3,SUBMITTED,no,casting just ensures the return type ,1.71926E+12,1.71926E+12,0,2,0,2,no,0/2/0
11,136,4,SUBMITTED,no,The mutant added System.gc(); which is a garbage collector use to clean up memory space wont affect the output,1.71923E+12,1.71923E+12,0,3,0,3,no,0/3/0
14,136,1,SUBMITTED,no,calling garbage collector will not change execution,1.71916E+12,1.71916E+12,0,3,0,3,no,0/3/0
120,136,5,SUBMITTED,no,"from my knowledge, this only destroys unreachable objects, so wont affect code",1.71926E+12,1.71926E+12,0,3,0,3,no,0/3/0
123,140,20,SUBMITTED,no,Using an empty string instead of stringutils.empty will serve the same purpose as it also represents an empty string ,1.71923E+12,1.71923E+12,0,2,0,2,no,0/2/0
11,140,2,SUBMITTED,no,"StringUtils.EMPTY is equivalent to """"",1.71931E+12,1.71931E+12,0,2,0,2,no,0/2/0
97,143,1,SUBMITTED,no,it works the same as the code always runs the while loop,1.71904E+12,1.71904E+12,0,2,0,2,no,0/2/0
11,143,2,SUBMITTED,no,The mutant will enter the loop then exit it when it execute the return line,1.7193E+12,1.71931E+12,0,2,0,2,no,0/2/0
11,145,3,SUBMITTED,yes,"The mutant returns """" while the main code returns PATH_SEPARATOR = ""path.separator""",1.71917E+12,1.71917E+12,0,0,2,2,yes,0/0/2
126,145,1,SUBMITTED,yes,"Code snippet 1:
It returns the value of getProperty(PATH_SEPARATOR)
Code snippet 2:
It simply returns an empty string.
This leads to difference in output.",1.71924E+12,1.71924E+12,0,0,2,2,yes,0/0/2
97,147,1,SUBMITTED,yes,"the mutant does not check if its 64 bits, rather if its not 32 bits",1.7191E+12,1.7191E+12,0,0,2,2,yes,0/0/2
123,147,4,SUBMITTED,yes,"the mutant return Arch.BIT_32 != arch doesnt necessarily mean that its 64bit if it's not 32, it can always be unknown as defined in the ARCH class",1.71899E+12,1.71899E+12,0,0,2,2,yes,0/0/2
11,151,3,SUBMITTED,yes,"The mutant set the argument for the object to null while the main set the arguments to getRule(laguerre, numberOfPoints)",1.71923E+12,1.71923E+12,0,0,2,2,yes,0/0/2
120,151,1,SUBMITTED,yes,parameter input changed,1.71861E+12,1.71861E+12,0,0,2,2,yes,0/0/2
126,152,1,SUBMITTED,yes,"Code snippet 1:
Directly returns the value of relativeAccuracy.
Code snippet 2: 
0.5 is added to the value of return relativeAccuracy and the resulting value is then returned. 
We have difference in output that gets returned in both code snippet.",1.71928E+12,1.71928E+12,0,0,2,2,yes,0/0/2
97,152,2,SUBMITTED,yes,this will return a different number because it is a double,1.719E+12,1.719E+12,0,0,2,2,yes,0/0/2
105,154,5,SUBMITTED,yes,"The original'setElitismRate' method checks to see if the instance variable 'elitismRate' value is within the valid range '[0, 1]' before assigning the 'elitismRate' argument to it.

Even though the 'elitismRate' is within the acceptable range, the method in the mutant version assigns twice the 'elitismRate' value ('2 * elitismRate') to the instance variable. This modifies the code's behavior by erroneously setting the 'elitismRate' to a value that may be beyond the acceptable range, which may cause the population creation logic to behave incorrectly or result in incorrect calculations.",1.71926E+12,1.71926E+12,0,0,2,2,yes,0/0/2
126,154,1,SUBMITTED,yes,"There is difference in output in both codes as this is why:
In code snippet 1, the value of  elitismRate is directly assigned to this.elitismRate while in code snippet 2, the value of elitismRate is multiplied by the number 2 and the result is then assigned to 
this.elitismRate.",1.71928E+12,1.71928E+12,0,0,2,2,yes,0/0/2
47,155,1,SUBMITTED,yes,The behavior of the function is inversed as the logic of the boolean is inversed using the '!' expression.,1.71825E+12,1.71825E+12,0,0,2,2,yes,0/0/2
23,155,2,SUBMITTED,yes,We are altering the value of the randomStart variable which doesn't satisfy the purpose of the particular method. Hence it's Buggy.,1.71921E+12,1.71921E+12,0,0,2,2,yes,0/0/2
120,158,1,SUBMITTED,yes,value changed,1.71902E+12,1.71902E+12,0,0,3,3,yes,0/0/3
126,158,1,SUBMITTED,yes,The value assigned the variable d differs in both code snippets. This shows difference in behavior and output. ,1.71919E+12,1.71919E+12,0,0,3,3,yes,0/0/3
127,158,1,SUBMITTED,yes,"In the original code, it directly assigns ""val"" to ""d"", while the mutant multiplies ""val"" by 0.8 before assigning it to ""d"". So, the mutant is a bug.",1.71877E+12,1.71877E+12,0,0,3,3,yes,0/0/3
126,159,2,SUBMITTED,yes,"Code snippet to the left performs a subtraction operation, resulting in a BigReal object that represents the difference between d and a.d.
Code snippet to the right performs an addition operation, resulting in a BigReal object that represents the sum of d and a.d.",1.71848E+12,1.71848E+12,0,0,3,3,yes,0/0/3
97,159,1,SUBMITTED,yes,Its wrong because It returns different outputs,1.71876E+12,1.71876E+12,0,0,3,3,yes,0/0/3
116,159,12,SUBMITTED,yes,The mutant code performs an addition operation instead of the intended subtraction.,1.71937E+12,1.71937E+12,0,0,3,3,yes,0/0/3
126,167,1,SUBMITTED,yes,"Code snippet 1:
It calls the evaluate method on the VARIANCE object, passing in an array values and a mean.
Code snippet 2:
It calls the evaluate method on the VARIANCE object, passing in an empty array new double[]{} and a mean.

In both code snippet, mean is passed as second argument, however, the first argument differ leading to an overall difference in output on both ends.",1.71902E+12,1.71902E+12,0,0,2,2,yes,0/0/2
97,167,1,SUBMITTED,yes,the mutant sends in a new double array list instead of the parameter of the 'variance' method,1.71898E+12,1.71898E+12,0,0,2,2,yes,0/0/2
105,170,10,SUBMITTED,yes,"The original 'decrementAndGet' method returns the updated 'value' after correctly decrementing the 'value' by 1. This guarantees that the decremented value is appropriately represented and returned and that the 'value' field is updated correctly.

The method in the mutant version writes the value to a new variable called ""newValue"" and decreases it by 1. Instead of changing the 'value' field directly, it returns the casted value of 'newValue.' Because the new decremented value is not updated in the 'value' field, this change produces an issue. There is a contradiction between the state of the field and the returned value as a result of the method returning the decremented value while the 'value' field stays unchanged. This mutation results in potential issues when the 'value' field is accessed later since it does not update the 'value' field, which causes improper behavior. ",1.71909E+12,1.71909E+12,0,0,2,2,yes,0/0/2
131,170,15,SUBMITTED,yes,"It changes the behavior of the code output since it changes the way it computes the covariance between the two arrays. Changing the return value covariance(xArray, yArray, true) that uses the bias-corrected formula to covariance(xArray, yArray, false) makes the computation unbiased. ",1.71918E+12,1.71919E+12,0,0,2,2,yes,0/0/2
123,174,5,SUBMITTED,yes,"In the mutant code, despite iterating in reverse order, both snippets accumulate the same values in correction. However, the mutant code subtracts instead of adds the xbarw to (correction / sumw);",1.71931E+12,1.71931E+12,0,0,2,2,yes,0/0/2
97,174,5,SUBMITTED,yes,when i = begin both codes dont work the same as the code will multiply stuff before the index value 'begin',1.71941E+12,1.71941E+12,0,0,2,2,yes,0/0/2
105,177,7,SUBMITTED,yes,"SynchronizedSummaryStatistics class's getVariance method has undergone a substantial behavioral change in the mutant version. The variance that the superclass SummaryStatistics computed is returned by the synchronized getVariance function of the original class. The estimated variance of the dataset is accurately returned by this procedure. The method is changed in the mutant version so that it always returns 0.0.

The class's functionality is directly impacted by this modification. One important statistical metric for determining how dispersed a set of values is variance. The mutant version's constant return of 0.0 results in an inaccurate measure of variance and ignores the real data, which could lead to possibly wrong inferences or decisions based on this statistic.",1.71874E+12,1.71874E+12,0,0,2,2,yes,0/0/2
97,177,1,SUBMITTED,yes,they both dont return the same thing,1.71886E+12,1.71886E+12,0,0,2,2,yes,0/0/2
125,178,3,SUBMITTED,yes,"The mutant code is buggy because you are multiplying the double by -1. super.getVariance() can get 50; in the original code, it will return 50, while in the mutant code, it will return -50, which is not the same.",1.71922E+12,1.71922E+12,0,0,2,2,yes,0/0/2
14,178,1,SUBMITTED,yes,changes the variance to negative value,1.71923E+12,1.71923E+12,0,0,2,2,yes,0/0/2
126,180,1,SUBMITTED,yes,"Snippet 1:
It simply returns the value of the variable called identifier;
Snippet 2:
It multipliers the identifier variable by 2 before returning.",1.71902E+12,1.71902E+12,0,0,2,2,yes,0/0/2
12,180,2,SUBMITTED,yes,Multiplying the value of the value which is to be returned by 2 changes desired execution,1.71895E+12,1.71895E+12,0,0,2,2,yes,0/0/2
116,182,15,SUBMITTED,yes,"The mutant always sets matchRawType to true, which can lead to incorrect type matching and potential issues.",1.71929E+12,1.71929E+12,0,0,2,2,yes,0/0/2
97,182,3,SUBMITTED,yes,this is because I think 'exactType.getType() == exactType.getRawType()' is not true. 'exactType.getType()' would give us 'TypeToken<?>' and 'exactType.getRawType()' would give us 'TypeToken',1.71902E+12,1.71902E+12,0,0,2,2,yes,0/0/2
129,185,2,SUBMITTED,no,"In the mutant code, _base64Buffer is set as null, but then changed to _bufferRecycler.allocByteBuffer(BufferRecycler.BYTE_BASE64_CODEC_BUFFER) before it's returned just like in the original code, so the behavior and functionality of the mutant is the same as the original.",1.71934E+12,1.71934E+12,0,2,0,2,no,0/2/0
126,185,2,SUBMITTED,no,"Both code snippets do same thing I.e
They'll store the result of _bufferRecycler.allocByteBuffer(BufferRecycler.BYTE_BASE64_CODEC_BUFFER) to _base64Buffer before it returns. However,  code snippet 2 does the redundant step of assigning _base64Buffer before doing the above mentioned. This does not in any way impact the output.",1.71902E+12,1.71902E+12,0,2,0,2,no,0/2/0
63,187,5,SUBMITTED,yes,"Both return quoted characters from a value but the mutant appends ""Invalid Value"" to the quoted value, potentially altering the intended output if the result character array is null.

",1.71898E+12,1.71898E+12,0,0,2,2,yes,0/0/2
11,187,2,SUBMITTED,yes,"The mutant concatenate ""Invalid Value"" to the variable result",1.71914E+12,1.71914E+12,0,0,2,2,yes,0/0/2
125,189,6,SUBMITTED,yes,"The mutant code uses the same indenter value as the current instance, while in the original code, it is setting a new array indenter with ""i"" which might not be the same as the indenter value within the current instance.",1.71922E+12,1.71926E+12,0,0,3,3,yes,0/0/3
105,189,10,SUBMITTED,yes,"To set the '_arrayIndenter' property, the original 'withArrayIndenter' method required a 'Indenter' object as an argument. It defaults to 'NopIndenter.instance' if the supplied 'Indenter' is null. It returns 'this' if the supplied '_arrayIndenter' and the current one are already the same. If not, it generates a new instance of the 'DefaultPrettyPrinter' object, assigns the supplied 'Indenter' to the '_arrayIndenter' field, and then returns the instance of the new 'DefaultPrettyPrinter' object.

The line 'pp._arrayIndenter = i;' is changed to 'pp._arrayIndenter = this._arrayIndenter;' in the mutant version. This alteration creates a bug since it sets the new '_arrayIndenter' to the current '_arrayIndenter' improperly rather than to the supplied 'Indenter.' The 'withArrayIndenter' method will, therefore, fail to update the '_arrayIndenter' as intended, and the 'DefaultPrettyPrinter' object that is produced will retain the original '_arrayIndenter' while disregarding the 'Indenter' that was supplied.",1.71909E+12,1.71909E+12,0,0,3,3,yes,0/0/3
131,189,20,SUBMITTED,yes,"The mutant version of the code (pp._arrayIndenter = this._arrayIndenter) does not update the indenter to the new one (i); so, the method returns a new instance, but with the old _arrayIndenter. Therefore, it is buggy.",1.71924E+12,1.71925E+12,0,0,3,3,yes,0/0/3
53,198,3,SUBMITTED,yes,"|= is used for bitwise OR while ^= is used for bitwise XOR.
They will not return the same result when used on a mask",1.71899E+12,1.71899E+12,0,0,2,2,yes,0/0/2
14,198,1,SUBMITTED,yes,or and xor are not similar,1.71916E+12,1.71916E+12,0,0,2,2,yes,0/0/2
23,200,2,SUBMITTED,no,"in mutant code, the value is stored in a boolean variable which has not been done in the actual snippet. So it's NOT a buggy code.",1.71911E+12,1.71916E+12,0,2,0,2,no,0/2/0
11,200,3,SUBMITTED,no,same return value with different variable,1.7193E+12,1.7193E+12,0,2,0,2,no,0/2/0
17,210,1,SUBMITTED,no,Both logics are equivalent,1.71933E+12,1.71933E+12,0,2,0,2,no,0/2/0
97,210,1,SUBMITTED,no,both work the same,1.71902E+12,1.71902E+12,0,2,0,2,no,0/2/0
23,212,2,SUBMITTED,no,"In mutant code, the `_item = ob;` shifted to another line which doesn't have logical changes. So this mutant is not buggy.",1.71921E+12,1.71921E+12,0,2,0,2,no,0/2/0
127,212,1,SUBMITTED,no,"The mutant changes the order of two lines of code that do not depend on each other, so it is not a bug.",1.71933E+12,1.71933E+12,0,2,0,2,no,0/2/0
17,220,1,SUBMITTED,no,Mutant expression is equivalent,1.71921E+12,1.71921E+12,0,2,0,2,no,0/2/0
11,220,2,SUBMITTED,no,The mutant will enter the loop if the result is true and then return true else it will return false as the main code,1.71931E+12,1.71931E+12,0,2,0,2,no,0/2/0
53,227,5,SUBMITTED,yes,"The type of _value that is checked in the first snippet is 'Number' while the type that is checked in the second snippet is 'Integer' hence the conditionals will trigger differently for the two snippets
",1.71917E+12,1.71919E+12,0,0,2,2,yes,0/0/2
105,227,15,SUBMITTED,yes,"The original 'asInt' method verifies if '_value' is an instance of 'Number' and, if so, returns its integer value. This method enables the accurate conversion of various numeric types—such as ""Integer,"" ""Float,"" and ""Double""—to integers.

The mutatn limits the check to only 'Integer' instances. It returns the default value in the event that '_value' is not an instance of 'Integer.' Because it disregards other numeric types that can also be converted to integers, this update produces a bug. The mutant version will not convert '_value,' for instance, if it is a 'Double' or 'Float.' Instead, it will return the default value. In situations where '_value' is a numeric type other than 'Integer,' it may lead to unexpected outcomes or failures.",1.71909E+12,1.71909E+12,0,0,2,2,yes,0/0/2
127,231,1,SUBMITTED,yes,"The mutant simply changes ""OR"" to ""AND"", so it is a bug.",1.71879E+12,1.71879E+12,0,0,2,2,yes,0/0/2
106,231,3,SUBMITTED,yes,the original only returns true if one of the statements divided by the or operator while the mutant returns true only if both statements are true,1.7191E+12,1.7191E+12,0,0,2,2,yes,0/0/2
97,232,9,SUBMITTED,yes,"A wrong value is passed though, causing an logic error",1.7192E+12,1.7192E+12,0,0,2,2,yes,0/0/2
17,232,1,SUBMITTED,yes,Alters the expression,1.71917E+12,1.71917E+12,0,0,2,2,yes,0/0/2
97,233,1,SUBMITTED,yes,if the value of 'value' is null true is returned,1.71903E+12,1.71903E+12,0,0,2,2,yes,0/0/2
129,233,3,SUBMITTED,yes,"If you pass a null value as the second parameter in the isEmpty function, you will get a NullPointerException in the original code but not in the mutant code. The difference in behavior means the mutant is buggy.",1.71934E+12,1.71934E+12,0,0,2,2,yes,0/0/2
129,236,4,SUBMITTED,yes,"If (_objectIdWriter != null) is true, then _serializeWithObjectId method is called with 4th parameter set as 'true' in original code, and 'false' in mutant code, this makes the mutant buggy. In the original code, after _serializeWithObjectId is called, it exits serialize method with a return statement, but the mutant code has this statement removed. The mutant code fits rest of the code of the serialize method into an else block (if (_objectIdWriter != null) is false), this achieves the purpose of the return statement in the original code, meaning the functionality of the else block in the mutant is the same as the return statement in the original.",1.71926E+12,1.71926E+12,0,0,2,2,yes,0/0/2
17,236,3,SUBMITTED,yes,Changes function logic,1.71934E+12,1.71934E+12,0,0,2,2,yes,0/0/2
127,244,1,SUBMITTED,yes,"The mutant simply changes one possible return value from ""true"" to ""false"", which is a bug.",1.71907E+12,1.71907E+12,0,0,2,2,yes,0/0/2
